DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	8q13.3	8	71121190	intergenic	XKR9 - LOC105375894	389668	105375894		54555	32660	rs1481805-?	rs1481805	0	1481805	intergenic_variant	1	NR	1E-6	6.0		0.347	[0.16-0.53] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	8q24.12	8	118918785	intergenic	LOC105375723 - TNFRSF11B	105375723	4982		56338	4772	rs73319666-?	rs73319666	0	73319666	intergenic_variant	1	NR	3E-6	5.522878745280337		0.158	[0.074-0.242] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	8q24.13	8	124714135	MTSS1	MTSS1			9788			rs75629841-?	rs75629841	0	75629841	intron_variant	0	NR	1E-6	6.0		0.235	[0.096-0.374] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	9p22.2	9	17456712	CNTLN	CNTLN			54875			rs73414446-?	rs73414446	0	73414446	intron_variant	0	NR	5E-6	5.301029995663981		0.39	[0.22-0.56] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	9p21.1	9	31665127	intergenic	LOC105376010			105376010			rs11794666-?	rs11794666	0	11794666	intergenic_variant	0	NR	5E-6	5.301029995663981		0.123	[0.052-0.194] unit increase	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	9q31.3	9	109377459	PTPN3	PTPN3			5774			rs191660985-?	rs191660985	0	191660985	3_prime_UTR_variant	0	NR	7E-6	5.154901959985743		0.248	[0.12-0.37] unit increase	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	10p15.2	10	3600363	BC037918	LOC105376360			105376360			rs7901181-?	rs7901181	0	7901181	intergenic_variant	0	NR	7E-6	5.154901959985743		0.138	[0.05-0.226] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	10p14	10	8795875	intergenic	LOC105376400 - LOC105755953	105376400	105755953		126073	102114	rs114408555-?	rs114408555	0	114408555	intergenic_variant	1	NR	9E-6	5.045757490560675		0.219	[0.099-0.339] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	10q11.21	10	45227524	intergenic	LOC105378283 - CUBNP2	105378283	100289280		3055	4494	rs73279468-?	rs73279468	0	73279468	intergenic_variant	1	NR	7E-6	5.154901959985743		0.318	[0.13-0.5] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	10q23.31	10	90012421	intergenic	LOC105378425			105378425			rs7088647-?	rs7088647	0	7088647	intergenic_variant	0	NR	7E-6	5.154901959985743		0.174	[0.076-0.272] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	10q25.3	10	116588374	intergenic	PNLIPP1 - PNLIPRP1	100419068	5407		5416	2041	rs7906829-?	rs7906829	0	7906829	intergenic_variant	1	NR	6E-6	5.221848749616356		0.139	[0.063-0.215] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	10q26.11	10	118452055	intergenic	LINC00867 - LOC105378507	100506126	105378507		92852	46120	rs192211484-?	rs192211484	0	192211484	regulatory_region_variant	1	NR	9E-6	5.045757490560675		0.343	[0.15-0.54] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	10q26.13	10	123610085	intergenic	LOC105378531 - GPR26	105378531	2849		47872	56270	rs114031744-?	rs114031744	0	114031744	intergenic_variant	1	NR	1E-6	6.0		0.229	[0.12-0.34] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	12p12.1	12	23071319	AK094733	LOC107984516 - LOC101928441	107984516	101928441		326794	104317	rs77934287-?	rs77934287	0	77934287	intron_variant	1	NR	5E-7	6.301029995663981		0.376	[0.17-0.58] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	12q22	12	95437900	intergenic	LOC107984545			107984545			rs80114852-?	rs80114852	0	80114852	intron_variant	0	NR	9E-6	5.045757490560675		0.287	[0.13-0.44] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	13q13.1	13	32103287	FRY	FRY			10129			rs448792-?	rs448792	0	448792	intron_variant	0	NR	6E-7	6.221848749616356		0.211	[0.11-0.31] unit increase	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	13q31.1	13	82832889	intergenic	GYG1P2 - RNU6-67P	647317	100873771		8112	465182	rs9575182-?	rs9575182	0	9575182	intergenic_variant	1	NR	6E-6	5.221848749616356		0.148	[0.066-0.23] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	13q34	13	109653368	intergenic	LOC101927627 - LINC00676	101927627	101409253		47149	74906	rs9555620-?	rs9555620	0	9555620	regulatory_region_variant	1	NR	8E-6	5.096910013008056		0.31	[0.13-0.49] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	14q32.2	14	96176310	intergenic	C14orf132 - BDKRB2	56967	624		82339	28488	rs7158214-?	rs7158214	0	7158214	intergenic_variant	1	NR	4E-6	5.3979400086720375		0.133	[0.06-0.206] unit increase	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	14q32.33	14	104287049	intergenic	KIF26A - LOC105370694	26153	105370694		106151	65207	rs34745104-?	rs34745104	0	34745104	intron_variant	1	NR	9E-6	5.045757490560675		0.212	[0.087-0.337] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	15q12	15	27265527	GABRG3	GABRG3			2567			rs7495517-?	rs7495517	0	7495517	intron_variant	0	NR	8E-6	5.096910013008056		0.158	[0.042-0.274] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	15q15.2	15	42661399	STARD9	STARD9			57519			rs77757620-?	rs77757620	0	77757620	intron_variant	0	NR	4E-7	6.3979400086720375		0.155	[0.081-0.229] unit increase	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	15q21.3	15	55188269	RSL24D1	RSL24D1			51187			rs16976116-?	rs16976116	0	16976116	intron_variant	0	NR	8E-6	5.096910013008056		0.108	[0.035-0.181] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	15q22.2	15	59361839	MYO1E	MYO1E			4643			rs114625006-?	rs114625006	0	114625006	intron_variant	0	NR	2E-6	5.698970004336019		0.197	[0.085-0.309] unit increase	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	15q25.1	15	80377010	intergenic	LOC101929560 - ARNT2	101929560	9915		14546	27340	rs115620807-?	rs115620807	0	115620807	non_coding_transcript_exon_variant	1	NR	7E-6	5.154901959985743		0.25	[0.11-0.39] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	18p11.23	18	7751791	PTPRM	PTPRM			5797			rs629562-?	rs629562	0	629562	intron_variant	0	NR	6E-6	5.221848749616356		0.116	[0.047-0.185] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	18p11.23	18	8333854	PTPRM	PTPRM			5797			rs874536-?	rs874536	0	874536	intron_variant	0	NR	8E-6	5.096910013008056		0.131	[0.06-0.202] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	18q12.1	18	31215320	intergenic	DSC1 - LOC105372049	1823	105372049		52464	12791	rs6506897-?	rs6506897	0	6506897	intergenic_variant	1	NR	5E-7	6.301029995663981		0.323	[0.14-0.5] unit decrease	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	21q21.3	21	29828186	GRIK1	GRIK1			2897			rs408302-?	rs408302	0	408302	intron_variant	0	NR	9E-6	5.045757490560675		0.109	[0.04-0.178] unit increase	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-01-19	29221444	Divers J	2017-12-08	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/29221444	Genome-wide association study of coronary artery calcified atherosclerotic plaque in African Americans with type 2 diabetes.	Coronary artery calcified atherosclerotic plaque (90 or 130 HU threshold) in type 2 diabetes	345 African American cases, 346 African American controls	137 African American cases, 68 African American controls	21q22.3	21	45279862	POFUT2	POFUT2			23275			rs4819052-?	rs4819052	0	4819052	intron_variant	0	NR	8E-6	5.096910013008056		0.132	[0.059-0.205] unit increase	Illumina [at least 13000000] (imputed)	N	coronary artery calcification, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004723, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005175	Genome-wide genotyping array
2018-07-05	29572449	Gurung RL	2018-03-23	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29572449	Genetic markers for urine haptoglobin is associated with decline in renal function in type 2 diabetes in East Asians.	Urinary haptoglobin levels in type 2 diabetes	236 Chinese ancestry individuals	512 Chinese ancestry individuals, 57 Malay ancestry individuals	16q22.2	16	72061751	HP	TXNL4B			54957			rs75444904-C	rs75444904	0	75444904	intron_variant	0	0.275	1E-60	60.0		0.777	[0.68-0.87] unit increase	Illumina [781779]	N	haptoglobin measurement, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0004640, http://www.ebi.ac.uk/efo/EFO_0001360	GCST005807	Genome-wide genotyping array
2018-09-19	29739359	Graham PS	2018-05-08	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/29739359	Genome-wide association studies for diabetic macular edema and proliferative diabetic retinopathy.	Diabetic macular edema in type 2 diabetes	270 European ancestry cases, 435 European ancestry controls	NA	2p12	2	75650524	MRPL19	MRPL19, SUPT4H1P			9801, 100190947			rs1990145-A	rs1990145	0	1990145	intron_variant	0	0.268	4E-6	5.3979400086720375		2.02	[1.50-2.72]	Illumina [617130]	N	diabetic macular edema, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0009321, http://www.ebi.ac.uk/efo/EFO_0001360	GCST006282	Genome-wide genotyping array
2018-09-19	29739359	Graham PS	2018-05-08	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/29739359	Genome-wide association studies for diabetic macular edema and proliferative diabetic retinopathy.	Diabetic macular edema in type 2 diabetes	270 European ancestry cases, 435 European ancestry controls	NA	13q33.2	13	105843651	LINC00343	LINC00343 - RNA5SP38	144920	100873370		81855	311721	rs4771506-C	rs4771506	0	4771506	intergenic_variant	1	0.263	7E-6	5.154901959985743		1.97	[1.46-2.64]	Illumina [617130]	N	diabetic macular edema, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0009321, http://www.ebi.ac.uk/efo/EFO_0001360	GCST006282	Genome-wide genotyping array
2018-09-19	29739359	Graham PS	2018-05-08	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/29739359	Genome-wide association studies for diabetic macular edema and proliferative diabetic retinopathy.	Proliferative diabetic retinopathy in type 2 diabetes	176 European ancestry cases, 435 European ancestry controls	NA	5q33.3	5	159399349	LOC285626	LOC285626 - LOC285627	285626	285627		36515	49207	rs918519-?	rs918519	0	918519	intron_variant	1	0.769	4E-6	5.3979400086720375		2.86	[1.85-4.55]	Illumina [617130]	N	proliferative diabetic retinopathy, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0009322, http://www.ebi.ac.uk/efo/EFO_0001360	GCST006283	Genome-wide genotyping array
2018-09-19	29739359	Graham PS	2018-05-08	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/29739359	Genome-wide association studies for diabetic macular edema and proliferative diabetic retinopathy.	Proliferative diabetic retinopathy in type 2 diabetes	176 European ancestry cases, 435 European ancestry controls	NA	14q31.1	14	79961389	NRXN3	LOC107984630			107984630			rs1158314-G	rs1158314	0	1158314	intron_variant	0	0.400	4E-6	5.3979400086720375		2.16	[1.56-3.00]	Illumina [617130]	N	proliferative diabetic retinopathy, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0009322, http://www.ebi.ac.uk/efo/EFO_0001360	GCST006283	Genome-wide genotyping array
2010-09-28	20818381	Yamauchi T	2010-09-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20818381	A genome-wide association study in the Japanese population identifies susceptibility loci for type 2 diabetes at UBE2E2 and C2CD4A-C2CD4B.	Type 2 diabetes	4,470 Japanese ancestry cases, 3,071 Japanese ancestry controls	10,692 Japanese ancestry cases, 9,597 Japanese ancestry controls, 6,980 European ancestry cases, 8,615 European ancestry controls	15q22.2	15	62104190	C2CD4B, C2CD4A	NPM1P47 - C2CD4B	100129972	388125		20791	59345	rs7172432-?	rs7172432	0	7172432	intergenic_variant	1	0.58	9E-14	13.045757490560675		1.11	[1.08-1.14]	Illumina [459359]	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST000787	Genome-wide genotyping array
